review_id,rating,review_text,review_date,helpful
176,4,No WhatsApp No Life its very helpfull.,11/26/2025 9:28,0
177,3,ulYx4EpkvQxftJYLW2n4PVVjP7G10koJCY9kaLMg0C2kHwOm58MXdv3nOASdgRP8PB6Y2YIVHe8UHFwG7B7NnpD4Fqloi,25/11/2025 01:39,0
178,1,"not able to register, not receiving SMS or call or miss call verification.",11/23/2025 15:19,0
179,5,WhatsApp application is a good application.,11/25/2025 2:39,5
180,5,මට whatsAppහදන්න ඕන,11/24/2025 6:46,0
181,2,"Just let us have the previous about settings,they are not statuses that needs to disappear after a certain time period.It is a bittl frustrating to update the timer for displaying about.",11/22/2025 22:57,3
182,5,it's a fast and easy communication app,11/25/2025 5:21,0
183,5,cool 🆒🆒 the kids are you doing now video is not a little bit of a little bit of a,11/24/2025 18:42,0
184,3,"I would really appreciate it if WhatsApp added an HD upload option for Stories. Currently, photos and videos lose quality when posted. very downgrade. Having an HD option would ensure clearer and sharper Story content",11/26/2025 15:23,0
185,5,I love WhatsApp It,11/22/2025 11:00,0
186,2,i used to love whatsapp but now I find it irritating. I cannot find any option to disable Meta AI. I am forced to interact with it when i tap it by accident without my consent. There is no opt-out for Meta AI. Minus 3 stars for AI and 2 stars for its actual usefulness. The downsides of the AI features being so annoying and non-removable outweigh all benefits of whatsapp in terms of user experience. Awful.,11/24/2025 7:41,0
187,5,this is helpful,11/26/2025 13:15,0
188,5,I appreciate your service,11/25/2025 9:57,0
189,5,the wonderful day🎉,11/22/2025 9:10,0
190,4,read and understand,11/23/2025 18:52,0
191,5,Excellent and friendly to customers,11/23/2025 10:38,0
192,5,A perfect message app is truly fantastic much better after every update.,11/24/2025 16:14,2
193,3,"So far good, but l think whatsapp should upgrade the system so we can logout or login.",11/25/2025 17:31,0
194,1,"While WhatsApp is one of the most widely used messaging apps, several issues still need improvement. The app lacks advanced privacy control — users cannot fully hide their online activity, and profile visibility settings are limited. Media quality often compresses too much, reducing the clarity of images and videos. Backup issues, delayed notifications, and limited file-sharing options also affect productivity. Additionally, the app still doesn’t offer proper multi-device stability, causing freq",11/25/2025 13:42,0
195,1,call quality very bad every time reconnecting,11/26/2025 21:56,0
196,2,Please an banned my WhatsApp account I accepted your tearm policey and services,11/22/2025 14:43,0
197,5,thank you very much,11/21/2025 22:08,0
198,1,its full of restrictions I give it 1/10,11/25/2025 1:39,1
199,1,I want to report a bug in the Whatsapp Status viewers banner I just named my friend very long so the message icon is coming over the name of my friend which looks mismatched please have a look and resolve the issue !,11/26/2025 15:09,0
200,3,jGMM6Y9Yft60uQl148QMayFjQgiCvhtLqin3qULGJHLoVXuhw1Y8kdQ60lXG5LoYfQhcz5wWhAwftNoST0ce2WjnnXfqW,22/11/2025 03:34,0
201,5,very good enough to get in touch with my ppl I love it,11/21/2025 21:49,0
202,1,vary occupy dining clear beach catch stomach gear patient stability hit however football terror Irish professor cabinet fighting celebrity conflict explore chocolate fuel lung resist run awareness selection group performance shift actually,25/11/2025 04:10,1
203,5,it the best massaging app u can have,11/24/2025 18:30,0
204,1,"this number is mine. How, it gets logout twice a week. 🤒🙄",11/25/2025 16:03,0
205,5,update my what's app,11/26/2025 18:19,0
206,1,"hey whatsapp, add scroll button in personal chats to scroll faster. Also add a search system to search specific date chat with someone",11/23/2025 22:58,0
207,1,Dear whatsapp i am facing a problem whatsapp account please solve this problem i am i have facinc this issue in my whatsapp this acconnt can no longer use whatsapp,11/26/2025 6:33,0
208,5,Best private and safety app ever,11/24/2025 23:43,0
209,5,this account can not logged,11/24/2025 1:45,0
210,5,Great app meta kept my name for a little while though,11/22/2025 16:28,0
211,1,they keep on spaming my account and I did nothing,11/25/2025 1:21,0
212,5,very useful app,11/23/2025 16:15,0
213,5,the WhatsApp is misbehaving sometimes but all those is ok sha,11/23/2025 18:01,0
214,5,WhatsApp is not working as I open the WhatsApp it closes within one second.,11/24/2025 10:13,0
215,1,"It's the best app until recently. My account is blocked , restored in the next 24hours then blocked again",11/21/2025 21:43,2
216,2,sudden assumption jet biological terror setting toss anyone physical cope classic wish pattern merely alliance capture twice employment be awareness flight importance professor reader surgery speed aim following fat location executive army bad narrative setting revenue chart inspire theme application stroke pie traditional scholarship evolution overall fairly trail gain league reality furthermore during obvious impose eager iron summer exercise cite testimony disappear Soviet marriage shall shit reaction concentrate evaluation,26/11/2025 02:55,1
217,5,3rImUTy3wqSR3DGCmEDTqXtkzdGFY,26/11/2025 04:30,0
218,5,I love this version,11/22/2025 23:26,0
219,5,This app is very useful all forms of every media_related communication 👏.,11/26/2025 14:39,0
220,3,ukxRYim3L3Df9cGJPospSKAUwleN7UMXO5sBR0djQcv7dPzVWrsN9Kyd57f3oFk55qzbB,26/11/2025 17:20,1
221,5,wow it a good app,11/25/2025 18:23,0
222,1,SA4OChu67js5mT3wY5Fr710uWF0cWP7yKEkDU9J6ZdBjuwoKiEiUTeGTTuYSahI2oNm9TRX3pPDb1spUXmzOSzCQTODF,23/11/2025 06:30,0
223,5,"I love using WhatsApp. To be honest, it's my favourite as it's so easy to use. I like how you can privately text or set up a small or bigger group. It is my go-to service.",11/21/2025 21:09,12
224,5,I really like this app. This app has many features. That's why I feel peace when I use the app.,11/25/2025 0:30,0
225,1,wrost app in the world..,11/24/2025 11:02,0
226,4,I just enjoy spending time on it and I think its worth of the time wasted in it,11/24/2025 2:01,0
227,1,not opening my WhatsApp account 😭😭 why,11/26/2025 10:08,17
228,5,good and legitimate app,11/26/2025 20:42,1
229,3,"The app is really great but I’ve noticed a big problem with how WhatsApp handles screenshots. When I view a screenshot through my phone’s normal gallery apps like Google Photos or the built-in Photos app, the image is sharp and high quality. But the moment I open the exact same screenshot inside WhatsApp, the quality suddenly becomes lower — it looks more compressed and blurry. This makes it hard to view details clearly, especially for things like receipts, conversations, or important infos.",11/21/2025 20:12,18
230,5,improve on the user desktop,11/26/2025 18:33,0
231,2,poor experience to install wastapp,11/23/2025 20:25,0
232,5,best service is your and I try continue to fully understand whatsup using system.,11/23/2025 21:09,2
233,1,"reduces quality when you post to your status, this new HD thing was a bad idea , WhatsApp used to always send media in its original quality but now it's just bad",11/22/2025 23:45,0
234,1,my account isn't working 😡,11/26/2025 2:53,0
235,5,escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape escape ,26/11/2025 13:30,0
236,5,"Seems fixed: (Can't turn off notification sound, beeping though the switch is off and all seperate settings are silent.)",11/23/2025 3:24,0
237,5,"very nice,it helps to new ideas to students",11/24/2025 22:39,0
238,1,you need the official Whatsapp to login problem. solve my problem just now I’m sorry to hear that you’ve had a poor experience. Can you share a bit more about what happened or what you weren’t satisfied with? I’d love to try and help improve things. 0,11/23/2025 12:01,0
239,5,No download way problems,11/22/2025 18:25,0
240,1,you should stop recommending adult channels in my feed even after i hidded them 🤬,11/21/2025 20:40,13
241,5,Problem in rotation of images.   After rotation file is not scrolled,11/21/2025 21:14,0
242,1,I'm not satisfied WhatsApp service,11/22/2025 7:43,1
243,1,"I used to like WhatsApp a lot, but now I don't like it that much because when I link my WhatsApp ID to a device, you guys get banned, and WhatsApp gets a lot of hate for that. You tick very quickly. No matter what we do, we will never ban you.",11/24/2025 9:22,0
244,5,This is great app for communication. Please add Chat lock folder Sepretly.,11/22/2025 10:40,1
245,4,It's just ok for me. Except no matter how good the network is video calls aren't always ok basically too much lagging.,11/26/2025 13:41,0
246,5,A very nice app for chatting,11/25/2025 23:20,0
247,1,Dear whatsapp I'm interesting vediocall filter on whatsapp please enable that update I'm interesting whatsapp vediocall filter option not showing in my whatsapp account,11/26/2025 20:17,0
248,5,Month of whatsApp,11/26/2025 1:53,0
